age,Graduated,marital,Profession,defaulter,loan,CustGender,state,TransactionAmount (INR),CustAccountBalance,Annual Income,Spending Score (1-100),Housing,Saving accounts,Checking account,Credit amount,Duration,Purpose,Atm Used PM,Credit Card PM,credit card repayment in days,Credit_Limit,Work_Experience,Spending_Score,Family_Size
40,No,married,Doctor,unknown,no,F,Arizona,1920,456.95,75,33,free,little,NA,2927,31,Home Appliances,3,1,15,5530,4,Low,7
55,Yes,married,Lawyer,unknown,no,M,Arizona,1435,11614.1,74,52,free,little,little,15333,29,Home loan,6,2,7,1737,0,Low,1
30,Yes,married,Artist,no,no,M,Arizona,2492,63872.29,98,64,own,little,rich,11151,9,Home Appliances,5,2,83,6853,1,Average,4
38,Yes,married,Artist,no,no,M,Arizona,345.03,106573.38,114,73,own,quite rich,NA,8874,46,car,6,5,72,34516,2,Average,4
36,Yes,single,Doctor,no,no,M,Arkansas,20,80161.99,108,64,rent,moderate,NA,2961,44,Home Appliances,7,6,94,11068,1,Low,4
34,No,married,Healthcare,no,no,M,Arkansas,25,0.78,70,47,own,little,moderate,4234,19,Home Appliances,5,2,55,5546,,Low,5
55,Yes,divorced,Artist,unknown,yes,M,Arkansas,1322,131332.36,121,83,own,little,NA,12270,28,Home Appliances,2,1,90,7277,4,Average,5
34,Yes,married,Executive,no,yes,M,Arkansas,149,17189.06,126,89,own,little,little,14192,10,Home Appliances,3,0,64,9426,11,High,9
34,Yes,married,Lawyer,no,yes,M,Arkansas,193.14,1534.38,114,84,own,NA,moderate,4110,10,car,3,1,43,1594,0,High,4
33,No,married,Doctor,no,no,F,Arkansas,699,1170.04,77,25,own,moderate,moderate,6916,47,business,2,2,49,2158,1,Low,3
43,Yes,married,Engineer,unknown,no,F,Arkansas,159,15137.83,117,67,own,little,NA,6924,45,Home Appliances,2,0,10,3490,,Average,3
46,No,married,Executive,no,no,M,Arkansas,500,212.64,76,46,own,little,little,15346,39,Home Appliances,3,1,54,2364,9,Average,3
48,No,married,Doctor,no,yes,F,California,200,7007.56,61,30,free,NA,little,16699,31,car,5,1,35,15704,8,Low,2
50,Yes,married,Artist,unknown,no,M,California,1500,13924.32,92,50,own,little,NA,16888,11,Home Appliances,4,2,18,18253,8,Low,1
48,Yes,married,Artist,no,no,M,California,20,11090.53,91,58,own,little,little,18454,17,car,3,0,25,3696,0,Low,1
39,No,single,Doctor,unknown,no,M,California,500,3681.6,74,12,own,little,NA,9524,29,business,2,1,30,8748,14,Low,6
30,No,single,Lawyer,no,unknown,F,California,453,1553.49,126,74,free,quite rich,NA,9232,5,education,7,5,95,5608,0,High,2
27,No,single,Artist,unknown,no,M,California,241,358887.8,95,32,free,little,NA,11690,12,business,2,1,40,34516,1,Average,4
31,Yes,married,Entertainment,unknown,no,M,California,2450,765556.07,89,59,free,little,NA,8311,32,Home Appliances,5,0,24,3236,0,Low,4
55,No,married,Doctor,no,no,F,California,45999,78122.46,99,40,own,moderate,NA,996,58,car,1,0,84,2736,9,Average,5
42,Yes,divorced,Artist,no,no,F,California,474,319735.12,122,85,rent,little,rich,11866,19,Home loan,2,3,53,5195,4,High,4
35,Yes,single,Doctor,unknown,no,M,California,1442,66083.31,128,82,own,little,NA,398,6,Home Appliances,2,1,25,34516,11,Average,3
53,No,married,Doctor,unknown,no,F,California,324,28975.21,65,38,own,rich,little,16114,57,car,4,0,18,6327,1,Low,4
41,No,single,Doctor,no,no,M,California,99,20834.07,63,16,rent,little,rich,7571,25,Home loan,2,1,4,4728,3,Low,4
36,Yes,single,Artist,no,no,M,California,956,215585.38,90,63,rent,little,moderate,17254,52,car,2,0,73,34516,1,Low,1
36,Yes,single,Artist,no,no,F,California,11300,1853.32,116,88,own,moderate,NA,18026,5,Home loan,5,5,42,6276,0,Average,2
46,No,married,Marketing,no,no,F,California,376,12492.86,63,30,own,NA,moderate,1717,52,Home loan,0,2,37,13430,7,Low,3
57,No,divorced,Engineer,no,no,M,California,1199,15510.46,67,18,rent,NA,moderate,13950,57,Home Appliances,3,3,14,2796,0,Low,3
53,Yes,married,Artist,unknown,no,M,California,1,171781.42,90,73,own,little,NA,3597,13,Home Appliances,5,2,95,2457,8,Average,4
36,Yes,married,Entertainment,unknown,no,F,California,1400.12,1253.32,95,51,own,little,little,1009,35,Home Appliances,1,3,97,7075,1,Low,5
48,No,married,Healthcare,no,no,F,California,250,3.25,72,47,own,moderate,NA,6616,31,car,3,1,69,12386,12,Low,4
49,Yes,divorced,Lawyer,unknown,no,F,California,1150,21654.12,134,93,free,moderate,NA,300,40,Home Appliances,6,6,83,32210,1,High,2
58,Yes,married,Artist,no,no,M,California,3407,15326.2,93,64,own,little,little,16269,36,Home loan,5,0,13,2136,1,Average,2
36,Yes,single,Artist,unknown,no,M,California,849,9876.71,115,77,own,little,little,17124,56,Home Appliances,2,2,43,10851,3,Average,3
34,Yes,single,Healthcare,no,no,M,California,250,46112.75,102,62,rent,little,little,16784,46,car,4,1,75,2717,0,Low,3
42,Yes,married,Artist,no,no,M,California,1159.84,1280.01,104,70,rent,little,NA,6848,44,education,4,1,30,3578,7,Low,2
41,Yes,married,Entertainment,no,no,M,California,1590,186820.14,84,60,own,little,NA,16832,41,car,3,2,54,10698,14,Low,1
55,Yes,married,Artist,no,no,M,California,430,6412.6,105,69,own,little,moderate,7986,10,Home Appliances,6,0,81,4668,1,Low,2
43,Yes,married,Healthcare,unknown,no,M,California,259,57300.81,95,64,own,NA,NA,1589,3,business,6,0,67,6772,3,Low,1
59,No,married,Entertainment,no,no,M,California,2549.15,207411.38,70,50,own,little,NA,14730,45,Home Appliances,6,3,70,10696,12,Low,4
37,Yes,married,Entertainment,no,no,M,California,292.41,13347.49,87,53,rent,little,little,4138,25,car,7,1,74,11851,4,Low,1
38,Yes,married,Doctor,unknown,no,F,California,18210,60987.15,84,62,own,NA,NA,11325,25,Home Appliances,2,2,44,11558,1,Low,
46,No,single,Lawyer,no,no,F,California,673,0,126,73,own,NA,NA,5234,20,car,4,2,58,9551,1,High,2
52,No,married,,no,no,M,California,6726,69252.22,55,31,own,quite rich,NA,12322,45,Home loan,10,6,23,29923,0,Low,4
53,Yes,divorced,Artist,unknown,no,M,Colorado,5,27818.62,103,67,own,NA,moderate,13690,49,car,3,2,32,1438.3,,Low,1
40,Yes,married,Engineer,unknown,no,F,Colorado,60,5690.89,114,63,own,little,moderate,12427,37,Home Appliances,4,3,59,34516,4,Average,4
45,Yes,married,Entertainment,no,yes,M,Colorado,250,18817.46,103,73,rent,little,little,2212,15,repairs,4,3,80,9033,7,Average,2
55,No,married,Entertainment,unknown,no,M,Colorado,645,901883.28,107,44,own,little,NA,6595,28,Home Appliances,4,0,44,3675,1,Average,3
54,Yes,divorced,Artist,no,no,F,Colorado,50,10223.55,97,69,own,little,NA,14288,24,Home Appliances,2,0,58,9183,4,Low,1
32,Yes,single,Artist,no,no,M,Colorado,40000,4310.34,108,71,free,NA,little,13560,55,Home loan,3,2,29,7924,1,Low,2
36,No,divorced,Executive,no,no,M,Colorado,447.43,44573.68,121,74,own,little,NA,12905,22,Home loan,3,3,29,5383,0,High,2
32,No,single,Executive,no,no,F,Colorado,200,8655.89,126,75,own,moderate,NA,16011,14,Home Appliances,7,7,95,21425,9,High,2
35,Yes,single,Lawyer,no,no,M,Colorado,107,125.68,150,84,own,rich,NA,14772,48,car,4,11,6,32866,5,High,3
44,Yes,married,Entertainment,unknown,no,M,Colorado,105,15224.37,71,63,own,little,NA,11201,16,Home loan,7,1,11,1438.3,,Low,1
37,No,married,Healthcare,no,no,M,Colorado,70,1549.41,79,40,own,NA,rich,14402,28,Home Appliances,4,0,64,10467,1,Low,2
38,Yes,single,Doctor,no,no,M,Colorado,1901.31,16008.35,97,72,own,NA,NA,9072,2,Home loan,4,1,85,12856,0,Low,2
50,Yes,single,Engineer,unknown,no,M,Colorado,53000,41624.7,96,64,rent,moderate,moderate,13937,56,car,7,8,50,9721,,Low,1
38,Yes,single,Entertainment,unknown,no,M,Colorado,8931,86.8,93,65,free,little,little,6883,53,car,3,1,53,3981,,Low,1
49,Yes,married,Artist,no,unknown,F,Colorado,200,3280.73,102,61,own,little,little,16944,56,car,2,3,58,7587,11,Low,1
37,Yes,divorced,Entertainment,no,no,M,Colorado,750,130282.24,112,80,own,moderate,moderate,5560,33,vacation/others,6,5,68,3417,1,Average,4
46,No,married,Healthcare,unknown,no,F,Colorado,1310,520644.68,70,50,rent,little,moderate,12274,31,Home Appliances,1,1,29,8012,9,Low,1
36,Yes,married,Lawyer,unknown,no,F,Colorado,255,765.6,84,56,own,little,little,7377,40,Home Appliances,2,0,6,3812,1,Low,1
47,No,married,Executive,unknown,no,M,Connecticut,49,21154.45,101,52,own,little,NA,14632,21,business,7,2,37,21378,0,High,4
33,No,married,Healthcare,unknown,no,M,Connecticut,30,1.17,61,46,own,little,moderate,13708,10,car,7,3,64,12873,0,Low,4
31,Yes,married,Artist,no,no,M,Connecticut,500,35022.27,108,76,own,little,little,3788,8,car,3,0,9,20229,5,Average,3
45,No,married,Healthcare,no,no,M,Connecticut,257,1686.45,77,43,own,little,rich,11105,37,car,4,0,67,5387,1,Low,4
36,,married,Healthcare,no,no,M,Delaware,1546,41393.99,87,,own,NA,NA,17205,43,business,6,3,84,16546,9,Low,4
49,Yes,married,Healthcare,no,no,M,Delaware,98,8553.1,100,53,free,little,moderate,900,17,Home loan,4,2,67,11191,,Low,5
39,Yes,married,Doctor,unknown,no,M,District of Columbia,100,130593.31,112,78,own,NA,NA,2679,33,car,6,3,23,17576,1,High,2
34,Yes,divorced,Artist,no,no,F,Florida,3615.16,36537.44,129,89,own,NA,NA,3072,59,car,3,1,32,4182,1,Average,2
39,Yes,married,Homemaker,no,no,F,Florida,2156.94,36537.44,104,72,own,little,NA,11486,23,Home loan,5,3,54,10271,13,Average,2
26,No,single,Entertainment,no,no,M,Florida,785,248574.66,76,25,own,rich,moderate,11148,29,Home loan,7,11,6,1647,2,Low,
36,Yes,married,Entertainment,no,no,M,Florida,10,26029.53,107,74,free,little,NA,8603,21,car,4,3,50,1560,0,Average,2
31,No,single,Marketing,no,no,M,Florida,120,2402.04,61,9,free,little,moderate,11883,3,Home Appliances,4,1,21,1659,1,Low,4
54,Yes,divorced,Lawyer,no,no,M,Florida,4078,15805.75,123,96,own,NA,rich,10074,44,car,4,0,93,22487,1,High,2
39,No,married,Artist,no,no,M,Florida,59,13238.99,75,35,own,little,little,3760,24,car,7,3,38,5403,1,Low,2
32,Yes,married,Healthcare,unknown,no,M,Florida,300,24490.24,121,88,own,quite rich,NA,9447,37,car,8,6,100,4717,9,High,2
43,No,divorced,Engineer,no,no,M,Florida,156,3150.52,89,18,free,rich,NA,14331,42,Home loan,6,8,51,5180,1,Low,1
53,Yes,married,Executive,no,no,M,Florida,273,96619.93,111,70,own,NA,NA,5131,38,car,3,1,53,4915,0,High,4
28,No,single,Marketing,no,no,M,Florida,366,40630.52,81,22,rent,moderate,little,2788,56,Home Appliances,4,8,60,12154,0,Low,3
50,Yes,single,Artist,unknown,no,M,Florida,805,2063.14,91,60,rent,little,moderate,18177,31,Home loan,4,2,45,3258,7,Low,2
44,Yes,single,Doctor,unknown,no,F,Florida,5981,114429.73,112,90,own,little,moderate,7959,27,car,5,3,36,13349,0,Average,2
45,Yes,divorced,Artist,no,no,M,Florida,3336.02,1039782.09,98,76,own,NA,moderate,11366,54,vacation/others,4,2,78,34516,3,Low,1
56,Yes,divorced,Artist,unknown,no,M,Florida,252.17,6835.35,98,74,rent,moderate,NA,15058,5,Home loan,4,5,48,31458,0,Low,1
35,Yes,divorced,Artist,no,no,M,Florida,651.8,1695138.73,125,81,free,little,rich,1425,7,Home loan,2,2,81,1438.3,0,High,4
31,Yes,married,Artist,unknown,no,M,Florida,11,56754.46,118,63,own,little,moderate,3364,20,car,7,3,63,10961,9,Average,2
47,Yes,divorced,Artist,no,no,F,Florida,1099,69930.52,109,88,own,NA,rich,8355,31,car,2,0,22,8904,9,Average,2
39,Yes,single,Artist,unknown,no,M,Florida,428,20561.52,92,78,own,little,little,16824,38,Home loan,3,1,22,2498,1,Low,1
35,Yes,single,Artist,no,no,F,Florida,166,79.73,109,77,own,little,little,4152,52,Home loan,5,0,21,16105,1,Average,4
24,Yes,single,Artist,no,no,F,Florida,1344,219310.56,92,76,rent,NA,moderate,5994,56,Home loan,3,3,11,34516,6,Low,2
31,Yes,married,Entertainment,no,no,F,Florida,500,362255.09,103,53,own,little,NA,15630,34,education,0,3,81,2222,2,Low,3
39,No,single,Doctor,no,no,M,Florida,2351,54234.89,119,74,free,little,little,14640,31,Home loan,3,0,94,16815,1,High,2
45,No,married,Executive,unknown,no,M,Florida,1300,22383.97,63,37,own,little,moderate,11154,13,car,6,2,56,11538,0,Low,1
39,Yes,single,Healthcare,no,no,M,Florida,6860,69048.35,90,66,own,little,little,3112,18,Home Appliances,2,3,77,9569,0,Low,1
60,Yes,married,Lawyer,unknown,no,M,Florida,550,5484.08,89,70,own,little,little,1273,17,car,4,3,70,3340,0,Low,2
45,Yes,married,Executive,unknown,no,M,Florida,1500,17098.78,120,72,own,rich,little,2113,52,Home loan,3,7,55,3654,7,High,2
35,Yes,married,Artist,unknown,no,M,Florida,100.85,10271.72,101,66,own,little,NA,16144,7,car,4,2,57,10541,1,Average,3
53,No,divorced,Engineer,no,yes,F,Georgia,528.82,1385.83,81,57,own,little,little,12051,46,car,0,0,80,34516,8,Average,5
54,No,divorced,Marketing,no,no,M,Georgia,20,6748.33,69,1,own,NA,NA,14976,12,Home loan,2,0,45,34516,1,Low,4
36,No,single,Homemaker,unknown,no,M,Georgia,200,11106.11,102,42,own,rich,NA,11443,40,car,6,7,0,1613,8,Average,4
39,No,divorced,Healthcare,no,no,M,Georgia,300,27818.39,70,13,own,little,rich,6334,25,Home Appliances,2,0,67,1438.3,6,Low,7
48,No,married,Engineer,no,no,M,Georgia,200,5290.74,54,21,own,little,moderate,14551,43,Home Appliances,4,1,72,13126,0,Low,2
32,Yes,married,Artist,no,no,M,Georgia,150,6574.1,109,66,own,little,little,1615,39,car,4,2,92,1922,,Average,3
36,No,married,Artist,no,yes,F,Georgia,2486,4953.88,55,26,own,moderate,NA,13755,36,education,3,2,23,14521,0,Low,1
42,Yes,single,Entertainment,no,no,F,Georgia,1175,3654866.88,126,77,rent,moderate,moderate,10367,51,car,3,6,54,1931,0,Average,2
36,No,married,Healthcare,no,no,F,Georgia,1640,5310.91,59,22,own,moderate,NA,3273,30,car,2,0,14,8513,7,Low,4
49,Yes,married,Artist,unknown,no,M,Georgia,10,57821.23,99,60,own,little,little,4808,19,Home loan,7,2,84,2421,0,Low,2
38,Yes,divorced,Artist,no,no,M,Georgia,433,191808.33,139,81,rent,little,little,9385,14,Home loan,2,1,93,1478,0,High,4
34,Yes,single,Entertainment,unknown,no,F,Georgia,30,6630.12,92,67,own,little,moderate,18224,5,Home Appliances,4,1,28,2466,1,Low,2
34,Yes,married,Entertainment,no,no,F,Georgia,18,100.3,98,73,own,NA,little,10135,13,domestic appliances,2,3,13,2501,0,Average,2
30,Yes,married,Lawyer,no,no,M,Georgia,1130,14836.7,81,68,own,little,little,17099,3,Home loan,3,2,3,13602,1,Low,
36,No,single,Engineer,no,no,F,Georgia,105,23676.5,84,35,own,little,moderate,9464,35,Home loan,2,2,70,3094,,Average,3
48,Yes,single,Doctor,no,no,F,Georgia,1227,1447995.01,93,66,own,little,moderate,10606,41,education,3,1,93,2485,6,Low,1
32,No,married,Healthcare,no,no,M,Georgia,255.75,17164.25,67,46,free,little,little,9121,55,Home loan,7,3,11,14817,1,Low,4
51,No,married,Lawyer,no,unknown,F,Georgia,297,155498.71,72,44,own,quite rich,moderate,6644,35,Home Appliances,1,0,23,13824,1,Low,1
47,Yes,married,Artist,no,yes,M,Georgia,10593,97811.04,105,67,free,little,moderate,6741,21,business,4,2,96,1438.3,4,Average,6
43,Yes,divorced,Doctor,no,no,F,Georgia,200,1775.7,118,78,own,little,rich,361,34,car,5,2,43,3797,10,Average,2
29,Yes,married,Artist,no,yes,M,Georgia,50,7151.22,104,66,free,little,NA,9533,44,Home Appliances,4,0,100,6189,1,Low,1
44,Yes,divorced,Healthcare,no,no,M,Georgia,725.51,1406240.13,95,72,own,little,moderate,17705,17,Home Appliances,4,0,35,22956,1,Low,4
38,Yes,married,Doctor,no,no,F,Georgia,24,4.42,101,65,own,quite rich,moderate,13379,16,Home Appliances,5,2,85,3943,5,Low,
59,Yes,married,Entertainment,no,no,M,Georgia,118,292.63,116,69,own,moderate,NA,16068,41,business,5,6,54,5569,4,Average,2
29,No,single,Doctor,no,no,M,Georgia,1301,77313.06,61,6,own,rich,moderate,6772,6,education,4,6,16,2418,1,Low,2
35,Yes,married,Artist,unknown,unknown,M,Guam,341.37,69988.28,118,78,own,little,NA,10667,17,domestic appliances,3,3,70,1963,4,Average,3
36,Yes,single,Doctor,no,yes,M,Hawaii,200,1824.21,90,67,rent,little,moderate,5903,19,Home loan,2,2,33,7966,0,Low,2
33,Yes,married,Artist,unknown,no,M,Hawaii,55,3926.43,95,73,own,NA,NA,627,54,car,6,0,67,7742,0,Average,2
34,No,divorced,Engineer,no,no,F,Hawaii,1,5690.89,82,5,own,little,little,11300,45,Home Appliances,5,0,54,2074,8,Low,1
25,Yes,single,Healthcare,unknown,no,F,Hawaii,718.77,17227.11,109,74,own,quite rich,NA,12143,42,education,3,6,44,4948,0,Low,5
48,Yes,married,Lawyer,no,no,M,Idaho,1600,69942.73,107,50,own,little,moderate,8270,41,car,7,1,56,4988,,Low,2
25,Yes,single,Artist,unknown,no,M,Idaho,952,213956.83,107,90,free,NA,NA,10005,27,Home Appliances,2,2,32,28701,,Average,2
25,Yes,single,Engineer,unknown,no,M,Idaho,53000,362200.72,109,85,own,little,NA,7049,30,Home Appliances,4,0,84,6607,0,Average,2
52,No,married,Lawyer,unknown,no,F,Idaho,379,138411.65,105,58,own,little,NA,12848,13,Home Appliances,2,2,91,16034,0,High,2
34,Yes,single,Artist,unknown,yes,M,Illinois,460,12938.73,118,81,own,little,little,6290,26,Home loan,4,0,23,24149,1,Average,2
27,Yes,married,Entertainment,no,no,F,Illinois,290,489.41,90,65,own,NA,moderate,9090,4,education,1,0,71,16903,2,Average,2
44,No,married,Doctor,no,yes,M,Illinois,1800,7929.6,96,59,rent,NA,rich,17287,26,Home Appliances,6,1,18,1438.3,2,High,9
36,No,married,Healthcare,no,no,F,Illinois,8980,136023.16,53,46,own,little,rich,2541,33,car,2,3,61,24657,0,Low,7
40,No,married,Engineer,unknown,no,M,Illinois,850,3094.99,67,24,rent,little,NA,8545,32,Home loan,5,2,86,5026,1,Low,4
38,Yes,married,Lawyer,unknown,no,M,Illinois,1119,37943.78,77,51,own,little,little,10426,53,Home loan,5,0,19,9352,0,Low,2
57,Yes,married,Healthcare,unknown,no,M,Illinois,2873.63,13819.88,99,62,own,little,NA,6851,43,business,5,3,100,4939,0,Low,3
45,Yes,married,Artist,no,no,M,Illinois,944.48,12564.92,98,71,own,little,NA,15037,59,car,5,3,22,9502,1,Average,2
27,Yes,single,Artist,unknown,no,F,Illinois,319,26460.6,106,73,own,little,little,7732,58,Home loan,2,0,2,2936,0,Average,4
31,Yes,married,Artist,no,yes,M,Illinois,129,18438.54,91,75,own,little,little,16145,27,Home loan,5,2,72,22855,8,Average,2
30,Yes,single,Homemaker,no,no,M,Illinois,1556.81,251398.44,113,73,own,little,moderate,1493,18,Home loan,4,0,62,6602,1,Average,4
31,No,single,Engineer,no,no,M,Illinois,1450,244434.94,82,19,own,NA,NA,14898,26,car,2,0,95,3728,11,Low,1
58,Yes,married,Artist,unknown,yes,M,Illinois,3800,289131.99,89,66,free,little,NA,9858,35,Home Appliances,6,1,64,2021,,Low,1
40,Yes,married,Artist,no,no,M,Illinois,20,3368.79,92,65,own,little,NA,1347,53,Home loan,4,1,89,2255,0,Average,2
44,No,married,Marketing,unknown,no,M,Indiana,172,2803.06,102,55,own,NA,NA,12327,41,car,3,1,74,15704,1,High,5
42,No,divorced,Executive,no,no,M,Indiana,538,9868.82,126,76,own,moderate,moderate,17017,31,vacation/others,7,5,94,5746,0,High,5
28,Yes,single,Lawyer,no,no,F,Indiana,4143,73086.35,109,69,own,little,little,15096,57,business,4,1,60,8436,1,Low,1
47,No,married,Healthcare,unknown,yes,M,Indiana,1730,864029.42,55,29,free,little,NA,5638,4,Home Appliances,7,0,74,1438.3,,Low,3
47,Yes,married,Artist,unknown,no,F,Indiana,300,10507.31,90,54,free,NA,NA,11784,47,Home Appliances,4,2,30,8340,0,Low,1
58,Yes,divorced,Entertainment,no,no,F,Indiana,1515,10218.28,123,73,own,little,moderate,4198,20,car,4,2,95,15108,,Average,2
32,Yes,single,Artist,no,no,F,Indiana,554.74,7371.9,106,63,own,moderate,NA,4728,30,car,5,7,60,15104,3,Low,5
50,No,single,Engineer,unknown,no,M,Indiana,500,73935.06,67,16,own,NA,little,18209,12,Home loan,2,0,59,2490,,Low,3
53,Yes,married,Healthcare,unknown,no,M,Indiana,90,6923.41,85,70,own,little,moderate,17308,37,car,6,0,64,2009,1,Low,4
29,No,single,Engineer,no,no,M,Indiana,150,7936.17,103,46,own,NA,NA,2092,21,car,3,2,88,31668,4,Average,5
34,Yes,single,Artist,no,no,F,Indiana,480,276909.63,97,68,own,little,rich,18362,56,car,0,2,11,5735,,Low,3
35,Yes,married,Artist,unknown,no,M,Indiana,506,12942.41,88,57,own,moderate,NA,11549,55,business,7,7,87,7633,,Low,2
32,No,single,Healthcare,no,no,M,Indiana,336.52,95597.18,62,30,rent,little,NA,13946,27,Home Appliances,3,0,34,23642,,Low,3
26,Yes,single,Entertainment,no,yes,F,Indiana,2145,354688.7,104,78,free,NA,NA,6921,55,Home Appliances,2,3,48,6698,1,Low,2
27,Yes,married,Executive,unknown,no,M,Indiana,5568,49820.7,110,66,own,little,moderate,8719,58,Home loan,7,0,79,1438.3,1,Average,6
47,Yes,married,Artist,no,no,M,Iowa,1,44780.56,124,72,own,quite rich,moderate,438,39,business,8,6,80,1438.3,1,High,3
47,No,married,Artist,unknown,yes,F,Iowa,107.12,42392.69,96,70,own,little,NA,5097,54,business,2,2,8,2563,0,High,3
38,No,married,Healthcare,unknown,no,M,Iowa,301,20241.55,73,36,own,little,NA,9440,59,car,6,3,97,17814,4,Low,
41,No,single,Healthcare,no,no,M,Iowa,66,1038157.13,88,1,own,rich,moderate,11372,57,Home loan,5,12,29,7738,1,Low,4
41,Yes,married,Entertainment,no,no,M,Iowa,147,1933.75,86,68,own,little,little,13252,54,car,4,0,18,13114,,Low,5
58,No,married,Doctor,unknown,no,F,Iowa,2787.5,38785.37,52,39,rent,little,little,14153,53,Home Appliances,4,0,8,34516,0,Low,5
24,Yes,single,Healthcare,no,no,M,Iowa,19,14436.24,92,66,rent,little,NA,10505,25,Home loan,2,1,54,17345,2,Low,1
51,No,married,Homemaker,unknown,yes,M,Iowa,881,73967.3,56,41,own,moderate,moderate,15283,47,education,9,4,51,8706,10,Low,1
26,No,married,Healthcare,no,no,F,Iowa,300,14386.87,54,44,own,little,little,3685,29,Home loan,5,0,95,19272,4,Low,4
28,Yes,married,Artist,no,no,M,Kansas,73000,22710.41,117,61,own,little,little,10605,11,Home loan,7,3,94,4798,7,Average,2
49,Yes,married,Entertainment,unknown,no,F,Kansas,448,1300.57,90,67,own,little,moderate,11702,15,car,3,1,13,12254,,Average,2
55,No,married,Healthcare,unknown,no,M,Kansas,47397,32644.81,65,29,own,rich,NA,11054,54,Home Appliances,2,9,22,9549,0,Low,5
38,Yes,single,Artist,no,no,M,Kansas,1196,37335.43,126,86,own,little,NA,7121,5,Home Appliances,3,2,21,11568,1,High,2
50,Yes,married,Artist,unknown,no,M,Kansas,17,1624.7,118,86,free,NA,moderate,6003,35,business,3,3,20,6197,5,High,3
46,No,married,Healthcare,unknown,no,M,Kansas,809,86552.91,56,46,own,little,NA,7728,45,business,5,2,100,34516,5,Low,5
35,No,married,Executive,no,no,M,Kentucky,320,29099.52,117,58,own,little,NA,15243,3,car,4,1,89,5137,,High,2
30,No,single,Healthcare,no,no,M,Kentucky,80,480.04,71,26,own,NA,moderate,17875,48,car,2,1,46,1791,0,Low,3
